Ticker,Buy_Date,Sell_Date,Buy_Price,Sell_Price,PnL,Return_%,Holding_Period
PGHL.NS,2019-07-12,2019-07-22,3480.506591796875,3623.6875,4438.608154296875,0.04113795059046426,10
ORIENTCEM.NS,2019-06-21,2019-07-24,96.11068725585938,88.34603881835938,-4231.7333984375,-0.08078860592089492,33
DCMSHRIRAM.NS,2019-07-12,2019-07-24,489.0157165527344,405.62091064453125,-10507.745544433594,-0.17053604431384367,12
KOLTEPATIL.NS,2019-07-12,2019-07-26,241.89248657226562,218.134765625,-7626.228424072266,-0.09821603508204867,14
APOLLOHOSP.NS,2019-06-21,2019-08-02,1319.4287109375,1282.19189453125,-2532.103515625,-0.028221923698925688,42
BALRAMCHIN.NS,2019-07-19,2019-08-02,137.4699249267578,128.1991424560547,-4153.310546875,-0.06743862321625968,14
TORNTPOWER.NS,2019-07-05,2019-08-05,249.23629760742188,238.97064208984375,-3746.9642639160156,-0.041188444926058915,31
PGHL.NS,2019-07-26,2019-08-14,3881.315673828125,3662.054931640625,-3727.4326171875,-0.05649134484628097,19
NAUKRI.NS,2019-06-14,2019-08-21,426.61956787109375,416.99139404296875,-1299.803466796875,-0.02256852369939633,68
ADANIGREEN.NS,2019-07-12,2019-08-21,49.54999923706055,44.099998474121094,-5275.600738525391,-0.10998992627356423,40
AAVAS.NS,2019-07-12,2019-08-21,1511.5,1458.550048828125,-2806.347412109375,-0.035031393431607674,40
SPARC.NS,2019-07-26,2019-08-27,165.0500030517578,142.60000610351562,-7520.748977661133,-0.13601936705933973,32
APLLTD.NS,2019-07-12,2019-08-28,488.85809326171875,452.3898620605469,-5214.957061767578,-0.07459880833280583,47
BBTC.NS,2019-09-20,2019-09-30,1247.4840087890625,1108.700927734375,-5551.3232421875,-0.11125038884418628,10
VENKEYS.NS,2019-09-20,2019-09-30,1646.1650390625,1551.4635009765625,-3409.25537109375,-0.05752858057286318,10
RAIN.NS,2019-09-20,2019-10-01,97.90753936767578,86.20223999023438,-5688.775497436523,-0.11955462728446341,11
STLTECH.NS,2019-09-20,2019-10-03,161.800537109375,143.83340454101562,-4851.125793457031,-0.1110449500931745,13
JKPAPER.NS,2019-09-20,2019-10-03,119.14077758789062,110.75304412841797,-3992.5611267089844,-0.07040186936235994,13
HDFCAMC.NS,2019-07-26,2019-10-04,966.714599609375,1178.8076171875,15482.790283203125,0.21939569099693584,70
BRIGADE.NS,2019-07-12,2019-10-07,129.8081817626953,142.05239868164062,6464.946533203125,0.0943254635622983,87
CANFINHOME.NS,2019-07-26,2019-10-07,364.7989196777344,358.71417236328125,-1423.8308715820312,-0.01667972953381668,73
SCI.NS,2019-09-20,2019-10-07,30.304424285888672,35.9692268371582,8916.399215698242,0.18692988514905926,17
JKTYRE.NS,2019-09-20,2019-10-11,66.9637222290039,61.011383056640625,-6095.1953125,-0.08888901294953931,21
BALRAMCHIN.NS,2019-09-20,2019-10-16,150.48651123046875,141.02841186523438,-3641.3682556152344,-0.0628501470856041,26
GICRE.NS,2019-10-11,2019-10-23,182.81924438476562,214.51194763183594,9412.732864379883,0.17335540004951072,12
HDFCLIFE.NS,2019-07-26,2019-11-05,489.8302917480469,572.8099975585938,13691.651458740234,0.16940501069139471,102
DIXON.NS,2019-10-11,2019-11-06,609.3018798828125,560.349609375,-4846.2747802734375,-0.08034157143455314,26
HINDPETRO.NS,2019-10-11,2019-11-08,149.30563354492188,142.2869110107422,-2526.7401123046875,-0.04700909381338214,28
JINDALSAW.NS,2019-09-20,2019-11-13,38.05825424194336,36.709468841552734,-2002.9463195800781,-0.03544002286116822,54
BERGEPAINT.NS,2019-10-11,2019-11-13,383.9009094238281,385.4670715332031,352.386474609375,0.0040795998939558405,33
CGCL.NS,2019-10-11,2019-11-13,192.9844207763672,185.8665313720703,-1701.1755676269531,-0.03688323324578193,33
NMDC.NS,2019-10-18,2019-11-13,17.89107894897461,16.567943572998047,-4666.698471069336,-0.0739550353419236,26
RELINFRA.NS,2019-11-08,2019-11-13,46.75,42.25,-6214.5,-0.0962566844919786,5
SIEMENS.NS,2019-10-11,2019-11-15,888.6296997070312,889.504638671875,83.11920166015625,0.0009845934309107665,35
RPOWER.NS,2019-11-08,2019-11-15,4.800000190734863,4.0,-7668.001828193665,-0.1666666997803569,7
ITDC.NS,2019-09-20,2019-11-22,260.60333251953125,346.1569519042969,13089.70376586914,0.3282905807751085,63
BPCL.NS,2019-10-11,2019-11-26,156.47967529296875,159.2533416748047,854.2892456054688,0.01772540987602988,46
WHIRLPOOL.NS,2019-10-11,2019-11-26,2024.764404296875,1983.4910888671875,-1444.5660400390625,-0.0203842557396302,46
JMFINANCIL.NS,2019-11-15,2019-11-26,82.5099105834961,76.23722839355469,-5664.23201751709,-0.07602337883512492,11
RENUKA.NS,2019-11-15,2019-11-27,9.300000190734863,8.300000190734863,-5725.0,-0.10752687951514789,12
EDELWEISS.NS,2019-11-15,2019-12-03,60.1108283996582,51.96573257446289,-8894.444641113281,-0.1355013072027739,18
NIACL.NS,2019-11-08,2019-12-06,138.9530029296875,135.6001434326172,-875.0963287353516,-0.024129449715936793,28
JINDALSTEL.NS,2019-11-15,2019-12-06,141.2965087890625,137.6545867919922,-1405.7818908691406,-0.02577503172783436,21
RPOWER.NS,2019-11-15,2019-12-09,4.0,3.25,-6915.75,-0.1875,24
AVANTIFEED.NS,2019-09-20,2019-12-10,319.08465576171875,458.7301025390625,26951.571228027344,0.43764387994146003,81
IIFL.NS,2019-11-29,2019-12-10,157.5678253173828,129.33558654785156,-7594.472229003906,-0.17917515021016592,11
ABCAPITAL.NS,2019-11-29,2019-12-10,109.44999694824219,91.94999694824219,-9940.0,-0.1598903653535557,11
ITDC.NS,2019-12-06,2019-12-20,343.6928405761719,314.3207092285156,-3935.8656005859375,-0.085460410808722,14
IDEA.NS,2019-11-29,2019-12-23,6.849999904632568,6.400000095367432,-1450.3493852615356,-0.06569340372702889,24
CRISIL.NS,2019-12-13,2019-12-24,1549.157958984375,1688.6365966796875,9205.590087890625,0.0900351296563421,11
NETWORK18.NS,2019-12-06,2019-12-31,28.0,24.149999618530273,-5621.000556945801,-0.1375000136239188,25
LTF.NS,2019-12-06,2020-01-06,97.18396759033203,96.71136474609375,-324.20555114746094,-0.004862971289981541,31
ADANIENSOL.NS,2019-12-13,2020-01-06,331.54998779296875,324.04998779296875,-1245.0,-0.022621023303078084,24
KRBL.NS,2019-12-20,2020-01-06,264.7167053222656,245.3035125732422,-5707.478668212891,-0.07333572970164408,17
BLISSGVS.NS,2019-10-25,2020-01-09,131.6808624267578,143.6826171875,5544.810699462891,0.09114274116649017,76
ADANIGREEN.NS,2019-10-11,2020-01-13,78.75,209.5500030517578,77302.80180358887,1.660952419704861,94
VAKRANGEE.NS,2019-11-08,2020-01-13,36.298831939697266,43.74123764038086,13202.827713012695,0.2050315479310066,66
UCOBANK.NS,2019-11-29,2020-01-14,17.140947341918945,15.595847129821777,-3678.883605003357,-0.090140887856213,46
MOTHERSON.NS,2019-11-15,2020-01-15,34.37727737426758,35.579010009765625,2241.2313652038574,0.03495717890671528,61
BALRAMCHIN.NS,2019-12-13,2020-01-24,162.620361328125,168.5269012451172,3425.7931518554688,0.036321035501048655,42
AVANTIFEED.NS,2019-12-27,2020-01-28,531.195068359375,615.3316650390625,12788.7626953125,0.15839114798175363,32
TIINDIA.NS,2019-11-15,2020-01-29,441.4975280761719,478.6659240722656,6950.490051269531,0.08418709875467538,75
ECLERX.NS,2020-01-10,2020-01-30,222.50328063964844,207.94419860839844,-4600.669921875,-0.06543311176983914,20
IEX.NS,2020-01-17,2020-01-30,55.111778259277344,48.05878829956055,-8188.521343231201,-0.12797609118209716,13
HINDCOPPER.NS,2020-01-10,2020-01-31,45.04515838623047,41.25495147705078,-5670.1495361328125,-0.0841423816668894,21
IRB.NS,2020-01-17,2020-02-03,4.673814296722412,4.841400146484375,2807.3981552124023,0.035856334702789795,17
ABREL.NS,2020-01-31,2020-02-03,627.4705200195312,547.6486206054688,-10696.134521484375,-0.12721219064057046,3
JINDALSAW.NS,2020-01-17,2020-02-07,44.217708587646484,40.0814323425293,-6105.143737792969,-0.0935434326479952,21
CARERATING.NS,2020-01-03,2020-02-10,566.2108154296875,508.8063049316406,-8151.440490722656,-0.10138363474121136,38
WOCKPHARMA.NS,2020-01-31,2020-02-14,325.5453796386719,317.8941650390625,-1507.2892761230469,-0.023502758995079528,14
JINDALSTEL.NS,2020-01-10,2020-02-24,173.8768768310547,172.1543731689453,-773.4041442871094,-0.009906456186138104,45
ADANIGREEN.NS,2020-01-17,2020-02-24,188.64999389648438,185.89999389648438,-830.5,-0.01457725994684619,38
WELCORP.NS,2020-01-17,2020-02-25,156.23715209960938,174.32205200195312,9856.270446777344,0.11575287733620283,39
ESCORTS.NS,2020-02-07,2020-02-26,828.9657592773438,790.71240234375,-4399.136047363281,-0.04614588299393857,19
EPL.NS,2019-11-22,2020-02-27,136.42776489257812,162.91262817382812,10991.21826171875,0.1941310355857836,97
RALLIS.NS,2020-01-24,2020-02-28,210.99822998046875,207.3411407470703,-1378.722640991211,-0.01733232185756705,35
INDOSTAR.NS,2020-01-31,2020-02-28,281.54998779296875,278.54998779296875,-684.0,-0.010655301474230503,28
STAR.NS,2020-02-07,2020-02-28,487.7022705078125,459.7358093261719,-4978.030090332031,-0.05734330732666259,21
HONAUT.NS,2020-02-14,2020-03-02,36152.8359375,31698.2734375,-8909.125,-0.12321474607693077,17
SHILPAMED.NS,2020-02-14,2020-03-03,224.31442260742188,213.7412567138672,-2452.9744873046875,-0.047135470696233576,18
CANFINHOME.NS,2020-01-31,2020-03-04,456.63531494140625,451.2581787109375,-924.867431640625,-0.011775559301975417,33
AUBANK.NS,2020-01-31,2020-03-11,529.0131225585938,511.666748046875,-2619.3025512695312,-0.0327900646921995,40
MASFIN.NS,2020-02-14,2020-03-17,363.2534484863281,308.6828308105469,-9277.005004882812,-0.1502273905538302,32
STLTECH.NS,2020-07-17,2020-07-22,149.99905395507812,130.4423370361328,-7001.304656982422,-0.1303789350884985,5
TATACOMM.NS,2020-07-17,2020-07-24,615.1529541015625,585.165771484375,-3268.6029052734375,-0.048747522737632144,7
HATHWAY.NS,2020-07-17,2020-07-27,43.70000076293945,46.54999923706055,2562.1486282348633,0.06521735524860871,10
SUZLON.NS,2020-07-17,2020-08-12,4.131961822509766,3.764677047729492,-3814.61967086792,-0.0888887145034616,26
BHARATRAS.NS,2020-07-17,2020-08-14,2305.22705078125,2480.2705078125,4025.99951171875,0.07593328256838176,28
DCAL.NS,2020-07-17,2020-08-28,173.0,185.4499969482422,3510.899139404297,0.07196530027885657,42
IRB.NS,2020-07-17,2020-08-31,5.768923282623291,5.7762131690979,56.94859313964844,0.001263647671753135,45
ITI.NS,2020-07-17,2020-08-31,125.9000015258789,133.85000610351562,2957.4017028808594,0.06314538904912233,45
HUDCO.NS,2020-07-17,2020-08-31,25.375255584716797,25.089736938476562,-560.4731025695801,-0.011251853022209508,45
PERSISTENT.NS,2020-07-17,2020-08-31,359.13873291015625,456.7281494140625,20201.009216308594,0.27173180601580965,45
IDEA.NS,2020-07-17,2020-09-01,8.899999618530273,8.850000381469727,-164.24749374389648,-0.005617892045348609,46
RAIN.NS,2020-07-17,2020-09-01,96.29253387451172,105.76863861083984,4728.576263427734,0.09840954802038307,46
EPL.NS,2020-08-14,2020-09-08,238.24972534179688,230.1598663330078,-1860.6675720214844,-0.03395537601222088,25
INTELLECT.NS,2020-07-31,2020-09-09,155.68923950195312,180.47677612304688,10162.890014648438,0.1592116237473354,40
SWSOLAR.NS,2020-07-17,2020-09-15,244.9499969482422,235.35000610351562,-2111.9979858398438,-0.03919163488193485,60
REPCOHOME.NS,2020-09-04,2020-09-18,160.69248962402344,154.75465393066406,-2660.150390625,-0.036951544575930646,14
DISHTV.NS,2020-09-04,2020-09-22,12.0,13.300000190734863,6094.400894165039,0.10833334922790527,18
ADANIGREEN.NS,2020-07-17,2020-09-23,347.29998779296875,588.25,28914.00146484375,0.6937806526807756,68
ZEEL.NS,2020-09-04,2020-09-23,203.6404571533203,177.45555114746094,-7645.9925537109375,-0.12858400718549182,19
LAURUSLABS.NS,2020-07-24,2020-09-24,142.81871032714844,252.9903564453125,62026.63676452637,0.7714090532381842,62
IDEA.NS,2020-09-11,2020-09-24,11.149999618530273,9.100000381469727,-6691.197509765625,-0.18385644010728366,13
ECLERX.NS,2020-08-28,2020-10-01,256.1867370605469,231.86900329589844,-6006.480239868164,-0.09492190752599816,34
AFFLE.NS,2020-09-04,2020-10-06,545.2000122070312,546.8800048828125,174.71923828125,0.003081424501405365,32
AARTIDRUGS.NS,2020-09-25,2020-10-12,724.7045288085938,870.2593383789062,13682.152099609375,0.20084710911025078,17
VINATIORGA.NS,2020-09-25,2020-10-12,1253.7618408203125,1176.30419921875,-3717.966796875,-0.06178018749628194,17
CAPLIPOINT.NS,2020-08-14,2020-10-15,534.8189086914062,520.12060546875,-1190.5625610351562,-0.027482766566013957,62
PERSISTENT.NS,2020-09-25,2020-10-22,581.3185424804688,562.1820678710938,-2066.7392578125,-0.03291908516752319,27
APOLLOHOSP.NS,2020-10-09,2020-10-23,2245.097412109375,2045.8377685546875,-7970.3857421875,-0.08875322847015073,14
AARTIDRUGS.NS,2020-10-16,2020-10-28,776.2596435546875,631.9202270507812,-9959.419738769531,-0.18594218790370176,12
BSOFT.NS,2020-09-25,2020-10-29,175.69009399414062,160.7769012451172,-4175.6939697265625,-0.08488351511452207,34
INDIAMART.NS,2020-09-04,2020-10-30,1921.41162109375,2275.009765625,10607.9443359375,0.18403039757299205,56
POLYMED.NS,2020-07-17,2020-11-02,380.3592224121094,468.7574157714844,12994.534423828125,0.2324071250298168,108
IFBIND.NS,2020-09-18,2020-11-02,632.3499755859375,694.5,5158.4520263671875,0.09828422046901178,45
LAURUSLABS.NS,2020-09-25,2020-11-03,260.08966064453125,285.2947082519531,5192.239807128906,0.09690907183684638,39
ADVENZYMES.NS,2020-10-09,2020-11-03,338.9863586425781,277.27105712890625,-9380.725830078125,-0.18205836294062652,25
SOLARA.NS,2020-10-16,2020-11-10,1179.0841064453125,974.1384887695312,-9632.444030761719,-0.17381764079040013,25
JUSTDIAL.NS,2020-10-23,2020-11-11,584.0499877929688,574.5,-840.39892578125,-0.016351319223644918,19
THYROCARE.NS,2020-10-16,2020-11-18,295.8434143066406,294.8465270996094,-171.464599609375,-0.003369644747264781,33
GRANULES.NS,2020-07-24,2020-12-07,296.69439697265625,385.6995544433594,20560.191375732422,0.2999893438463078,136
BLUEDART.NS,2020-09-11,2020-12-09,2848.855224609375,3810.782470703125,21162.3994140625,0.3376539593111988,89
ADANIGREEN.NS,2020-10-30,2020-12-09,856.4000244140625,1070.0999755859375,20087.79541015625,0.2495328644088791,40
MASFIN.NS,2020-09-04,2020-12-21,268.695068359375,299.8595886230469,6295.233093261719,0.11598471253662858,108
INTELLECT.NS,2020-09-18,2020-12-21,207.8453369140625,287.5648498535156,29655.658813476562,0.3835520879278356,94
AARTIDRUGS.NS,2020-10-30,2020-12-21,668.852294921875,690.5435180664062,1431.6207275390625,0.03243051314799612,52
HBLENGINE.NS,2020-11-06,2020-12-21,20.9510440826416,26.053871154785156,13854.175500869751,0.24355955970573126,45
CARERATING.NS,2020-11-13,2020-12-22,380.14508056640625,446.0270690917969,11726.993957519531,0.17330748678169972,39
SUZLON.NS,2021-01-01,2021-01-11,6.152032852172852,6.702960968017578,10086.391944885254,0.08955220641420061,10
KOTAKBANK.NS,2020-11-06,2021-01-12,341.5906982421875,378.4527893066406,11021.765228271484,0.10791304111658782,67
HINDCOPPER.NS,2021-01-01,2021-01-22,60.35176467895508,55.492523193359375,-4975.86328125,-0.08051531734730107,21
SCI.NS,2020-12-11,2021-01-25,78.40646362304688,78.31314086914062,-109.65423583984375,-0.0011902431201962617,45
LTTS.NS,2021-01-01,2021-01-25,2258.91845703125,2201.82470703125,-2283.75,-0.025274816725803645,24
VAKRANGEE.NS,2020-12-11,2021-01-27,44.253421783447266,53.34406280517578,11926.921020507812,0.20542233019207606,47
WOCKPHARMA.NS,2020-12-11,2021-01-27,477.27911376953125,448.33355712890625,-4110.26904296875,-0.060647021429482126,47
TATACHEM.NS,2020-12-11,2021-01-27,466.58984375,452.541259765625,-3146.8828125,-0.030109065108374425,47
JSL.NS,2020-10-23,2021-01-29,56.54890060424805,79.51117706298828,23214.861499786377,0.40606052838125856,98
LAURUSLABS.NS,2020-11-06,2021-01-29,271.0470886230469,339.1994934082031,13221.566528320312,0.2514411983961126,84
CHOLAFIN.NS,2020-11-13,2021-01-29,305.57000732421875,392.4811096191406,23118.35321044922,0.2844228825203602,77
HBLENGINE.NS,2021-01-01,2021-02-08,39.00720977783203,34.738494873046875,-5890.826568603516,-0.10943399769165457,38
IFBIND.NS,2021-01-29,2021-02-15,1375.6500244140625,1285.949951171875,-5651.1046142578125,-0.06520559128430496,17
TATAELXSI.NS,2021-01-29,2021-02-22,2522.765380859375,2500.44970703125,-602.523193359375,-0.00884571906584639,24
SOBHA.NS,2021-01-15,2021-02-26,471.7319641113281,429.5449523925781,-7635.84912109375,-0.08943004699336829,42
JKTYRE.NS,2021-01-29,2021-02-26,119.8192367553711,116.85317993164062,-1755.9056396484375,-0.02475442928906414,28
VAKRANGEE.NS,2021-01-29,2021-02-26,48.221927642822266,49.098690032958984,1128.393196105957,0.01818181962012925,28
INDIAMART.NS,2020-10-30,2021-03-02,2275.009765625,3898.6884765625,61699.791015625,0.7137018642605415,123
HINDCOPPER.NS,2021-02-26,2021-03-04,145.63143920898438,131.87979125976562,-7673.4195556640625,-0.09442774186612841,6
MMTC.NS,2021-01-15,2021-03-09,31.299999237060547,41.650001525878906,19602.904335021973,0.33067100770288554,53
TMPV.NS,2021-01-22,2021-03-09,281.89398193359375,307.077880859375,7781.824768066406,0.08933819286611754,46
CEATLTD.NS,2021-01-29,2021-03-10,1393.4036865234375,1490.4088134765625,5626.29736328125,0.06961738934045324,40
IDFCFIRSTB.NS,2021-01-29,2021-03-18,46.9082145690918,59.03279495239258,16950.163375854492,0.25847456558898246,48
BANKINDIA.NS,2021-02-26,2021-03-18,70.18267059326172,55.58434295654297,-12510.766784667969,-0.20800473269708183,20
MAHABANK.NS,2021-02-26,2021-03-18,20.5858097076416,16.48573112487793,-12796.34525680542,-0.1991701390906034,20
RCF.NS,2021-03-05,2021-03-18,80.74588775634766,65.53932189941406,-16179.786071777344,-0.18832619566732256,13
RVNL.NS,2021-01-15,2021-03-19,27.295820236206055,25.219432830810547,-5554.336309432983,-0.07606979337595873,63
KAJARIACER.NS,2021-01-29,2021-03-22,783.0618286132812,874.8203735351562,14773.125732421875,0.11717918249746584,52
IOB.NS,2021-02-26,2021-03-22,17.899999618530273,15.0,-10373.298635482788,-0.16201115532584495,24
IIFL.NS,2021-02-12,2021-03-25,228.28826904296875,273.9749755859375,15167.986572265625,0.20012726336967201,41
EDELWEISS.NS,2021-03-19,2021-03-26,39.16628646850586,32.6269416809082,-12522.845268249512,-0.1669636153240117,7
HINDCOPPER.NS,2021-03-05,2021-03-31,138.09962463378906,116.23302459716797,-10845.833618164062,-0.15833931550941346,26
3MINDIA.NS,2021-03-19,2021-04-07,25260.787109375,24861.80078125,-1595.9453125,-0.01579469105208225,19
ATGL.NS,2020-11-06,2021-04-08,239.45364379882812,991.6085815429688,276793.01708984375,3.141129639171612,153
ADANIENSOL.NS,2021-02-19,2021-04-09,770.1500244140625,973.5499877929688,19933.196411132812,0.2641043393248671,49
UPL.NS,2021-01-29,2021-04-12,527.4834594726562,554.6736450195312,5900.270263671875,0.05154699177497998,73
NFL.NS,2021-03-12,2021-04-12,57.55649948120117,49.5069694519043,-9884.822875976562,-0.13985440570314694,31
NBCC.NS,2021-03-12,2021-04-12,31.033802032470703,25.945261001586914,-12293.915130615234,-0.16396769643499184,31
BEML.NS,2021-03-19,2021-04-12,549.46875,478.6520080566406,-8002.291839599609,-0.12888220111400217,24
ADANIENT.NS,2021-03-26,2021-04-12,985.4645385742188,1071.317626953125,8327.749572753906,0.08711940919063356,17
CANFINHOME.NS,2021-03-26,2021-04-12,546.2946166992188,485.77972412109375,-10650.62109375,-0.11077336427688715,17
MMTC.NS,2021-03-12,2021-04-19,44.0,38.79999923706055,-7134.40104675293,-0.11818183552135121,38
IIFL.NS,2021-03-26,2021-04-22,267.5313720703125,235.45860290527344,-9108.666442871094,-0.11988414262163508,27
JUSTDIAL.NS,2021-03-19,2021-05-03,906.75,858.5499877929688,-2747.4006958007812,-0.05315689242573063,45
ICRA.NS,2021-03-26,2021-05-10,3297.36181640625,2982.3974609375,-8504.03759765625,-0.09552010759074822,45
VAIBHAVGBL.NS,2021-03-19,2021-05-12,707.3435668945312,794.6539306640625,7596.001647949219,0.12343416672728388,54
INTELLECT.NS,2021-04-09,2021-05-12,689.7174072265625,691.1295776367188,134.15618896484375,0.002047462330746093,33
DCAL.NS,2021-05-07,2021-05-12,184.14999389648438,164.25,-9611.697052001953,-0.10806404863456413,5
JINDALSTEL.NS,2021-04-16,2021-05-14,407.50091552734375,410.74908447265625,799.049560546875,0.007970948828689305,28
SAIL.NS,2021-04-16,2021-05-14,79.00151824951172,109.66203308105469,32500.145721435547,0.3881003240305761,28
JSWSTEEL.NS,2021-04-09,2021-05-24,584.4942016601562,641.390625,13086.177368164062,0.09734300730142258,45
ADANIENSOL.NS,2021-04-09,2021-05-26,973.5499877929688,1392.550048828125,34777.00506591797,0.43038371556557314,47
HEG.NS,2021-04-16,2021-05-28,397.705078125,403.11279296875,919.3115234375,0.01359729895641498,42
HINDCOPPER.NS,2021-04-16,2021-06-01,144.75677490234375,158.0225067138672,7508.404205322266,0.0916415264188692,46
PNBHOUSING.NS,2021-06-04,2021-06-09,686.3847045898438,662.8770141601562,-4772.0611572265625,-0.03424856392121203,5
ALKYLAMINE.NS,2021-05-14,2021-06-11,3601.925537109375,3512.39111328125,-1969.75732421875,-0.024857377784655247,28
GRAPHITE.NS,2021-04-16,2021-06-14,578.9102172851562,655.592529296875,8741.783569335938,0.1324597661643049,59
ADANIENT.NS,2021-04-16,2021-06-14,1155.6748046875,1497.1422119140625,21853.9140625,0.2954701494239956,59
ATGL.NS,2021-04-09,2021-06-16,1090.744384765625,1392.045654296875,19283.28125,0.27623453646840684,68
ADANIENSOL.NS,2021-05-28,2021-06-16,1444.9000244140625,1374.0999755859375,-5310.003662109375,-0.04899996375654843,19
ZYDUSLIFE.NS,2021-04-23,2021-06-17,550.1287231445312,597.6831665039062,10271.759765625,0.0864423931322004,55
DISHTV.NS,2021-05-14,2021-06-23,12.300000190734863,14.399999618530273,13135.49642086029,0.17073165814885616,40
PNBHOUSING.NS,2021-06-11,2021-06-24,667.0061645507812,543.2942504882812,-19051.634765625,-0.18547341934361003,13
VENKEYS.NS,2021-05-28,2021-06-28,2289.3779296875,3307.515380859375,42761.77294921875,0.4447223142886027,31
EIDPARRY.NS,2021-05-14,2021-07-01,389.447998046875,394.9197692871094,1143.6001892089844,0.01405006898912285,48
SAIL.NS,2021-05-14,2021-07-02,109.66203308105469,107.24713897705078,-1729.0641784667969,-0.02202124141013309,49
NMDC.NS,2021-05-14,2021-07-06,35.31925582885742,32.21990966796875,-9102.77967453003,-0.08775230644458727,53
HFCL.NS,2021-05-14,2021-07-15,36.8372688293457,77.68504333496094,86515.58640289307,1.1088708746256084,62
THYROCARE.NS,2021-06-25,2021-07-19,431.895263671875,392.7798156738281,-9700.631103515625,-0.09056697604297917,24
ANGELONE.NS,2021-07-02,2021-07-20,79.29237365722656,115.00355529785156,40567.90234375,0.4503734721702375,18
IOB.NS,2021-07-02,2021-07-20,27.450000762939453,23.350000381469727,-11566.101076126099,-0.14936248697687404,18
VENKEYS.NS,2021-07-02,2021-07-23,3473.921875,2989.55615234375,-13077.87451171875,-0.13942907759151896,21
HAPPSTMNDS.NS,2021-07-09,2021-07-26,1162.4423828125,1297.55517578125,16483.7607421875,0.11623181928539805,17
CRISIL.NS,2021-06-25,2021-07-28,2468.56640625,2664.744873046875,8239.49560546875,0.07947060540894656,33
MOTILALOFS.NS,2021-07-23,2021-08-03,1023.802001953125,869.2012939453125,-17469.880004882812,-0.15100645213906402,11
ECLERX.NS,2021-06-18,2021-08-09,585.9308471679688,695.7565307617188,19439.14599609375,0.18743796153518827,52
HFCL.NS,2021-07-16,2021-08-09,79.4675064086914,68.2281723022461,-10756.042739868164,-0.14143307893219687,24
RHIM.NS,2021-04-23,2021-08-10,303.07098388671875,343.05987548828125,10237.15625,0.1319456290032353,109
SAMMAANCAP.NS,2021-06-18,2021-08-10,243.865234375,221.0875701904297,-8313.847427368164,-0.09340267071256377,53
CDSL.NS,2021-07-23,2021-08-17,639.1544189453125,567.9931640625,-13307.154663085938,-0.1113365608896795,25
REDINGTON.NS,2021-06-18,2021-08-20,111.69404602050781,135.44985961914062,16605.313705444336,0.2126864810168223,63
ICIL.NS,2021-07-30,2021-08-20,251.40676879882812,222.3854522705078,-13204.699020385742,-0.11543570074496573,21
CAPLIPOINT.NS,2021-08-06,2021-08-20,876.23974609375,757.9800415039062,-15610.281005859375,-0.13496272580311713,14
ANGELONE.NS,2021-07-23,2021-08-23,118.51197052001953,97.31086730957031,-17787.725593566895,-0.17889419201639079,31
BSE.NS,2021-07-23,2021-08-23,121.21065521240234,110.04501342773438,-10227.72787475586,-0.09211765884032193,31
JSL.NS,2021-07-30,2021-08-23,158.9244384765625,126.17015075683594,-21159.26986694336,-0.20609975428390157,24
JSWENERGY.NS,2021-06-18,2021-08-24,152.67530822753906,210.43605041503906,39970.43359375,0.3783240581470875,67
